resultID,raceID,driverID,constructorID,grid,position,points,laps,time,fastest_lap,fastest_lap_time,statusID
1,18,1,1,1,1,10.0,58,1:34:50.616,39,1:27.452,1
2,18,2,2,5,2,8.0,58,+5.478,41,1:27.739,1
3,18,3,3,7,3,6.0,58,+8.163,41,1:28.090,1
4,18,4,4,11,4,5.0,58,+17.181,58,1:28.603,1
5,18,5,1,3,5,4.0,58,+18.014,43,1:27.418,1
6,18,6,3,13,6,3.0,57,\N,50,1:29.639,11
7,18,7,5,17,7,2.0,55,\N,54,1:29.534,5
8,18,8,6,15,8,1.0,53,\N,20,1:27.903,5
9,18,9,2,2,\N,0.0,47,\N,15,1:28.753,4
10,18,10,7,18,\N,0.0,43,\N,23,1:29.558,3
11,18,11,8,19,\N,0.0,32,\N,24,1:30.892,7
12,18,12,4,20,\N,0.0,30,\N,20,1:31.384,8
13,18,13,6,4,\N,0.0,29,\N,23,1:28.175,5
14,18,14,9,8,\N,0.0,25,\N,21,1:29.502,4
15,18,15,7,6,\N,0.0,19,\N,18,1:29.310,10
16,18,16,10,22,\N,0.0,8,\N,8,1:32.021,9
17,18,17,9,14,\N,0.0,0,\N,\N,\N,4
18,18,18,11,12,\N,0.0,0,\N,\N,\N,4
19,18,19,8,21,\N,0.0,0,\N,\N,\N,4
20,18,20,5,9,\N,0.0,0,\N,\N,\N,4
21,18,21,10,16,\N,0.0,0,\N,\N,\N,4
22,18,22,11,10,\N,0.0,58,\N,44,1:28.736,2
23,19,8,6,2,1,10.0,56,1:31:18.555,37,1:35.405,1
24,19,9,2,4,2,8.0,56,+19.570,39,1:35.921,1
25,19,5,1,8,3,6.0,56,+38.450,19,1:35.922,1
26,19,15,7,3,4,5.0,56,+45.832,53,1:36.068,1
27,19,1,1,9,5,4.0,56,+46.548,53,1:35.462,1
28,19,2,2,5,6,3.0,56,+49.833,55,1:35.366,1
29,19,17,9,6,7,2.0,56,+1:08.130,53,1:36.696,1
30,19,4,4,7,8,1.0,56,+1:10.041,40,1:36.288,1
31,19,14,9,12,9,0.0,56,+1:16.220,55,1:36.206,1
32,19,18,11,11,10,0.0,56,+1:26.214,56,1:35.715,1
33,19,12,4,13,11,0.0,56,+1:32.202,52,1:36.956,1
34,19,21,10,17,12,0.0,55,\N,52,1:36.962,11
35,19,22,11,14,13,0.0,55,\N,55,1:36.693,11
36,19,3,3,16,14,0.0,55,\N,55,1:36.782,11
37,19,19,8,21,15,0.0,55,\N,55,1:38.171,11
38,19,11,8,19,16,0.0,54,\N,53,1:38.504,12
39,19,6,3,22,17,0.0,54,\N,19,1:37.711,12
40,19,20,5,15,\N,0.0,39,\N,37,1:36.870,5
41,19,13,6,1,\N,0.0,30,\N,15,1:35.914,20
42,19,16,10,20,\N,0.0,5,\N,3,1:40.330,9
43,19,10,7,10,\N,0.0,1,\N,\N,\N,4
44,19,7,5,18,\N,0.0,0,\N,\N,\N,20
45,20,13,6,2,1,10.0,57,1:31:06.970,38,1:33.600,1
46,20,8,6,4,2,8.0,57,+3.339,35,1:33.709,1
47,20,9,2,1,3,6.0,57,+4.998,55,1:33.775,1
48,20,2,2,6,4,5.0,57,+8.409,48,1:33.565,1
49,20,5,1,5,5,4.0,57,+26.789,49,1:33.193,1
50,20,15,7,7,6,3.0,57,+41.314,45,1:34.204,1
51,20,17,9,11,7,2.0,57,+45.473,51,1:34.305,1
52,20,3,3,8,8,1.0,57,+55.889,57,1:34.072,1
53,20,10,7,13,9,0.0,57,+1:09.500,56,1:34.807,1
54,20,4,4,10,10,0.0,57,+1:17.181,35,1:35.194,1
55,20,22,11,12,11,0.0,57,+1:17.862,40,1:34.855,1
56,20,21,10,18,12,0.0,56,\N,56,1:35.057,11
57,20,1,1,3,13,0.0,56,\N,25,1:35.520,11
58,20,6,3,16,14,0.0,56,\N,30,1:35.433,11
59,20,7,5,15,15,0.0,56,\N,33,1:35.333,11
60,20,19,8,21,16,0.0,56,\N,45,1:35.324,11
61,20,11,8,22,17,0.0,56,\N,56,1:35.891,11
62,20,14,9,17,18,0.0,56,\N,43,1:35.351,11
63,20,16,10,20,19,0.0,56,\N,55,1:35.442,12
64,20,12,4,14,\N,0.0,40,\N,31,1:35.129,6
65,20,18,11,9,\N,0.0,19,\N,11,1:36.125,4
66,20,20,5,19,\N,0.0,0,\N,\N,\N,5
67,21,8,6,1,1,10.0,66,1:38:19.051,46,1:21.670,1
68,21,13,6,3,2,8.0,66,+3.228,45,1:21.801,1
69,21,1,1,5,3,6.0,66,+4.187,20,1:22.017,1
70,21,9,2,4,4,5.0,66,+5.694,20,1:22.106,1
71,21,17,9,7,5,4.0,66,+35.938,19,1:22.564,1
72,21,18,11,13,6,3.0,66,+53.010,66,1:22.353,1
73,21,6,3,12,7,2.0,66,+58.244,48,1:23.549,1
74,21,15,7,8,8,1.0,66,+59.435,45,1:22.758,1
75,21,2,2,9,9,0.0,66,+1:03.073,21,1:22.519,1
76,21,21,10,19,10,0.0,65,\N,40,1:23.439,11
77,21,10,7,14,11,0.0,65,\N,57,1:23.007,11
78,21,14,9,17,12,0.0,65,\N,57,1:22.842,11
79,21,11,8,22,13,0.0,65,\N,34,1:24.617,11
80,21,3,3,15,\N,0.0,41,\N,20,1:23.319,5
81,21,4,4,2,\N,0.0,34,\N,15,1:22.683,5
82,21,22,11,11,\N,0.0,34,\N,21,1:23.858,4
83,21,5,1,6,\N,0.0,21,\N,19,1:22.453,3
84,21,19,8,21,\N,0.0,8,\N,6,1:26.864,21
85,21,7,5,16,\N,0.0,7,\N,6,1:25.999,4
86,21,12,4,10,\N,0.0,6,\N,6,1:25.444,4
87,21,16,10,20,\N,0.0,0,\N,\N,\N,4
88,21,20,5,18,\N,0.0,0,\N,\N,\N,4
89,22,13,6,1,1,10.0,58,1:26:49.451,16,1:26.666,1
90,22,1,1,3,2,8.0,58,+3.779,31,1:26.529,1
91,22,8,6,4,3,6.0,58,+4.271,20,1:26.506,1
92,22,9,2,5,4,5.0,58,+21.945,17,1:26.780,1
93,22,2,2,9,5,4.0,58,+38.741,20,1:27.219,1
94,22,4,4,7,6,3.0,58,+53.724,57,1:27.280,1
95,22,17,9,6,7,2.0,58,+1:04.229,14,1:27.630,1
96,22,3,3,11,8,1.0,58,+1:11.406,55,1:27.795,1
97,22,14,9,10,9,0.0,58,+1:15.270,41,1:27.966,1
98,22,15,7,8,10,0.0,58,+1:16.344,52,1:27.926,1
99,22,18,11,13,11,0.0,57,\N,57,1:27.998,11
100,22,5,1,2,12,0.0,57,\N,55,1:27.640,11
101,22,10,7,15,13,0.0,57,\N,28,1:28.303,11
102,22,22,11,12,14,0.0,57,\N,56,1:28.017,11
103,22,12,4,17,15,0.0,57,\N,40,1:27.867,11
104,22,16,10,19,16,0.0,57,\N,35,1:28.780,11
105,22,20,5,14,17,0.0,57,\N,38,1:28.180,11
106,22,7,5,18,\N,0.0,24,\N,19,1:28.745,22
107,22,6,3,16,\N,0.0,1,\N,\N,\N,4
108,22,21,10,20,\N,0.0,0,\N,\N,\N,4
109,23,1,1,3,1,10.0,76,2:00:42.742,71,1:18.510,1
110,23,9,2,5,2,8.0,76,+3.064,75,1:17.933,1
111,23,13,6,1,3,6.0,76,+4.811,76,1:17.886,1
112,23,17,9,9,4,5.0,76,+19.295,74,1:19.036,1
113,23,20,5,19,5,4.0,76,+24.657,74,1:18.787,1
114,23,22,11,14,6,3.0,76,+28.408,75,1:19.574,1
115,23,6,3,13,7,2.0,76,+30.180,75,1:19.910,1
116,23,5,1,4,8,1.0,76,+33.191,74,1:17.282,1
117,23,8,6,2,9,0.0,76,+33.792,74,1:16.689,1
118,23,4,4,7,10,0.0,75,\N,73,1:17.869,11
119,23,18,11,11,11,0.0,75,\N,74,1:19.582,11
120,23,10,7,10,12,0.0,75,\N,75,1:19.618,11
121,23,15,7,8,13,0.0,75,\N,75,1:19.830,11
122,23,2,2,12,14,0.0,72,\N,72,1:20.251,14
123,23,16,10,18,\N,0.0,67,\N,60,1:22.039,4
124,23,3,3,6,\N,0.0,59,\N,58,1:21.270,3
125,23,12,4,17,\N,0.0,47,\N,40,1:31.187,3
126,23,21,10,20,\N,0.0,36,\N,33,1:32.849,6
127,23,14,9,15,\N,0.0,7,\N,7,1:42.112,3
128,23,7,5,16,\N,0.0,7,\N,7,1:41.150,4
129,24,9,2,2,1,10.0,70,1:36:24.227,47,1:17.539,1
130,24,2,2,8,2,8.0,70,+16.495,25,1:17.430,1
131,24,14,9,13,3,6.0,70,+23.352,36,1:18.085,1
132,24,10,7,11,4,5.0,70,+42.627,31,1:19.087,1
133,24,13,6,6,5,4.0,70,+43.934,11,1:18.006,1
134,24,15,7,14,6,3.0,70,+47.775,38,1:18.870,1
135,24,22,11,9,7,2.0,70,+53.597,35,1:18.301,1
136,24,20,5,19,8,1.0,70,+54.120,33,1:18.532,1
137,24,5,1,7,9,0.0,70,+54.433,62,1:18.462,1
138,24,3,3,5,10,0.0,70,+54.749,14,1:17.977,1
139,24,18,11,20,11,0.0,70,+1:07.540,58,1:19.352,1
140,24,17,9,10,12,0.0,70,+1:11.299,51,1:18.201,1
141,24,7,5,18,13,0.0,69,\N,34,1:18.620,11
142,24,21,10,17,\N,0.0,51,\N,41,1:19.066,20
143,24,6,3,12,\N,0.0,46,\N,30,1:18.784,3
144,24,4,4,4,\N,0.0,44,\N,16,1:18.225,20
145,24,12,4,15,\N,0.0,43,\N,16,1:19.239,23
146,24,8,6,3,\N,0.0,19,\N,14,1:17.387,4
147,24,1,1,1,\N,0.0,19,\N,4,1:17.506,4
148,24,16,10,16,\N,0.0,13,\N,7,1:20.666,6
149,25,13,6,2,1,10.0,70,1:31:50.245,20,1:16.729,1
150,25,8,6,1,2,8.0,70,+17.984,16,1:16.630,1
151,25,15,7,4,3,6.0,70,+28.250,12,1:17.567,1
152,25,5,1,10,4,5.0,70,+28.929,46,1:17.134,1
153,25,9,2,5,5,4.0,70,+30.512,16,1:17.172,1
154,25,17,9,6,6,3.0,70,+40.304,22,1:17.507,1
155,25,12,4,9,7,2.0,70,+41.033,24,1:17.758,1
156,25,4,4,3,8,1.0,70,+43.372,39,1:17.641,1
157,25,14,9,7,9,0.0,70,+51.021,23,1:17.818,1
158,25,1,1,13,10,0.0,70,+54.538,40,1:17.453,1
159,25,10,7,8,11,0.0,70,+57.700,45,1:17.836,1
160,25,20,5,12,12,0.0,70,+58.065,36,1:17.760,1
161,25,2,2,11,13,0.0,70,+1:02.079,46,1:17.716,1
162,25,22,11,20,14,0.0,69,\N,54,1:17.969,11
163,25,6,3,15,15,0.0,69,\N,60,1:18.054,11
164,25,3,3,19,16,0.0,69,\N,38,1:18.311,11
165,25,7,5,14,17,0.0,69,\N,28,1:18.216,11
166,25,21,10,17,18,0.0,69,\N,53,1:18.557,11
167,25,16,10,18,19,0.0,69,\N,41,1:18.462,11
168,25,18,11,16,\N,0.0,16,\N,15,1:20.876,4
169,26,1,1,4,1,10.0,60,1:39:09.440,16,1:32.817,1
170,26,2,2,5,2,8.0,60,+1:08.577,21,1:32.719,1
171,26,22,11,16,3,6.0,60,+1:22.273,21,1:33.386,1
172,26,8,6,3,4,5.0,59,\N,18,1:32.150,11
173,26,5,1,1,5,4.0,59,\N,17,1:33.130,11
174,26,4,4,6,6,3.0,59,\N,17,1:33.133,11
175,26,15,7,14,7,2.0,59,\N,22,1:33.808,11
176,26,6,3,15,8,1.0,59,\N,21,1:34.277,11
177,26,3,3,20,9,0.0,59,\N,21,1:34.797,11
178,26,17,9,2,10,0.0,59,\N,17,1:32.952,11
179,26,7,5,13,11,0.0,59,\N,21,1:33.367,11
180,26,10,7,12,12,0.0,59,\N,19,1:34.610,11
181,26,13,6,9,13,0.0,58,\N,19,1:33.257,12
182,26,9,2,10,\N,0.0,39,\N,22,1:33.539,20
183,26,18,11,17,\N,0.0,38,\N,21,1:33.376,20
184,26,12,4,7,\N,0.0,35,\N,21,1:33.203,20
185,26,21,10,19,\N,0.0,16,\N,21,1:34.930,20
186,26,16,10,18,\N,0.0,10,\N,5,1:38.160,20
187,26,20,5,8,\N,0.0,0,\N,\N,\N,4
188,26,14,9,11,\N,0.0,0,\N,\N,\N,4
189,27,1,1,1,1,10.0,67,1:31:20.874,17,1:16.039,1
190,27,12,4,17,2,8.0,67,+5.586,66,1:16.910,1
191,27,13,6,2,3,6.0,67,+9.339,19,1:16.502,1
192,27,2,2,12,4,5.0,67,+9.825,52,1:15.987,1
193,27,5,1,3,5,4.0,67,+12.411,63,1:16.495,1
194,27,8,6,6,6,3.0,67,+14.403,66,1:16.342,1
195,27,9,2,7,7,2.0,67,+22.682,17,1:16.610,1
196,27,20,5,9,8,1.0,67,+33.299,20,1:16.772,1
197,27,15,7,4,9,0.0,67,+37.158,17,1:17.023,1
198,27,3,3,13,10,0.0,67,+37.625,34,1:17.380,1
199,27,4,4,5,11,0.0,67,+38.600,17,1:17.115,1
200,27,7,5,15,12,0.0,67,+39.111,63,1:16.969,1
201,27,14,9,10,13,0.0,67,+54.971,18,1:16.994,1
202,27,6,3,16,14,0.0,67,+1:00.003,23,1:17.691,1
203,27,16,10,19,15,0.0,67,+1:09.488,66,1:17.889,1
204,27,21,10,20,16,0.0,67,+1:24.093,67,1:18.208,1
205,27,18,11,14,17,0.0,66,\N,56,1:17.636,11
206,27,22,11,18,\N,0.0,50,\N,30,1:17.986,4
207,27,17,9,8,\N,0.0,40,\N,20,1:17.206,5
208,27,10,7,11,\N,0.0,35,\N,24,1:16.712,22
209,28,5,1,2,1,10.0,70,1:37:27.067,19,1:21.753,1
210,28,10,7,5,2,8.0,70,+11.061,42,1:21.671,1
211,28,8,6,6,3,6.0,70,+16.856,61,1:21.195,1
212,28,4,4,7,4,5.0,70,+21.614,47,1:21.793,1
213,28,1,1,1,5,4.0,70,+23.048,15,1:21.493,1
214,28,12,4,10,6,3.0,70,+32.298,64,1:21.537,1
215,28,15,7,9,7,2.0,70,+36.449,65,1:21.638,1
216,28,9,2,4,8,1.0,70,+48.321,70,1:21.941,1
217,28,17,9,8,9,0.0,70,+58.834,67,1:22.125,1
218,28,2,2,15,10,0.0,70,+1:07.709,67,1:22.183,1
219,28,14,9,13,11,0.0,70,+1:10.407,67,1:22.732,1
220,28,18,11,12,12,0.0,69,\N,63,1:22.397,11
221,28,6,3,16,13,0.0,69,\N,67,1:23.307,11
222,28,3,3,14,14,0.0,69,\N,57,1:22.397,11
223,28,21,10,18,15,0.0,69,\N,68,1:22.641,11
224,28,22,11,17,16,0.0,68,\N,65,1:22.436,12
225,28,13,6,3,17,0.0,67,\N,16,1:21.355,5
226,28,7,5,19,18,0.0,67,\N,29,1:23.220,13
227,28,16,10,20,\N,0.0,62,\N,29,1:23.650,23
228,28,20,5,11,\N,0.0,22,\N,17,1:24.222,25
229,29,13,6,1,1,10.0,57,1:35:32.339,36,1:38.708,1
230,29,1,1,2,2,8.0,57,+5.611,16,1:38.884,1
231,29,9,2,3,3,6.0,57,+37.353,38,1:39.330,1
232,29,5,1,5,4,5.0,57,+39.703,19,1:39.112,1
233,29,15,7,7,5,4.0,57,+50.684,37,1:39.657,1
234,29,20,5,6,6,3.0,57,+52.625,36,1:39.485,1
235,29,10,7,13,7,2.0,57,+1:07.990,54,1:39.535,1
236,29,3,3,9,8,1.0,57,+1:11.457,35,1:39.577,1
237,29,2,2,8,9,0.0,57,+1:22.177,57,1:39.526,1
238,29,7,5,10,10,0.0,57,+1:29.794,35,1:39.639,1
239,29,12,4,15,11,0.0,57,+1:32.717,29,1:39.544,1
240,29,17,9,14,12,0.0,56,\N,27,1:40.264,11
241,29,18,11,16,13,0.0,56,\N,21,1:40.763,11
242,29,21,10,18,14,0.0,56,\N,54,1:40.353,11
243,29,6,3,11,15,0.0,56,\N,56,1:39.803,11
244,29,22,11,19,16,0.0,56,\N,56,1:40.593,11
245,29,14,9,17,17,0.0,56,\N,13,1:40.978,11
246,29,8,6,4,\N,0.0,45,\N,34,1:39.424,5
247,29,16,10,20,\N,0.0,41,\N,28,1:40.661,3
248,29,4,4,12,\N,0.0,0,\N,\N,\N,4
249,30,13,6,2,1,10.0,44,1:22:59.394,26,1:48.222,1
250,30,2,2,5,2,8.0,44,+9.383,36,1:49.067,1
251,30,1,1,1,3,6.0,44,+10.539,20,1:48.135,1
252,30,4,4,6,4,5.0,44,+14.478,25,1:49.238,1
253,30,20,5,10,5,4.0,44,+14.576,16,1:49.086,1
254,30,9,2,8,6,3.0,44,+15.037,36,1:48.965,1
255,30,7,5,9,7,2.0,44,+16.735,31,1:49.002,1
256,30,17,9,7,8,1.0,44,+42.776,34,1:49.515,1
257,30,10,7,13,9,0.0,44,+1:07.045,37,1:50.255,1
258,30,5,1,3,10,0.0,43,\N,35,1:48.223,6
259,30,14,9,14,11,0.0,43,\N,19,1:50.177,11
260,30,3,3,15,12,0.0,43,\N,32,1:50.656,11
261,30,16,10,18,13,0.0,43,\N,27,1:50.487,11
262,30,6,3,19,14,0.0,43,\N,35,1:50.970,11
263,30,18,11,17,15,0.0,43,\N,19,1:50.671,11
264,30,15,7,11,16,0.0,43,\N,32,1:50.543,11
265,30,21,10,20,17,0.0,43,\N,17,1:51.701,11
266,30,8,6,4,18,0.0,42,\N,24,1:47.930,20
267,30,22,11,16,\N,0.0,19,\N,10,1:52.072,6
268,30,12,4,12,\N,0.0,13,\N,12,1:51.118,20
269,31,20,5,1,1,10.0,53,1:26:47.494,53,1:30.510,1
270,31,5,1,2,2,8.0,53,+12.512,53,1:30.300,1
271,31,9,2,11,3,6.0,53,+20.471,52,1:30.298,1
272,31,4,4,8,4,5.0,53,+23.903,51,1:29.961,1
273,31,2,2,10,5,4.0,53,+27.748,53,1:29.807,1
274,31,13,6,6,6,3.0,53,+28.816,52,1:29.696,1
275,31,1,1,15,7,2.0,53,+29.912,52,1:29.721,1
276,31,17,9,3,8,1.0,53,+32.048,52,1:29.681,1
277,31,8,6,14,9,0.0,53,+39.468,53,1:28.047,1
278,31,12,4,17,10,0.0,53,+54.445,53,1:30.918,1
279,31,10,7,9,11,0.0,53,+58.888,53,1:29.948,1
280,31,6,3,18,12,0.0,53,+1:02.015,53,1:30.215,1
281,31,15,7,7,13,0.0,53,+1:05.954,52,1:30.853,1
282,31,3,3,5,14,0.0,53,+1:08.635,53,1:30.019,1
283,31,18,11,19,15,0.0,53,+1:13.370,52,1:29.827,1
284,31,14,9,13,16,0.0,52,\N,49,1:32.459,11
285,31,22,11,16,17,0.0,52,\N,42,1:33.918,11
286,31,7,5,4,18,0.0,52,\N,52,1:29.258,11
287,31,16,10,20,19,0.0,51,\N,51,1:33.458,12
288,31,21,10,12,\N,0.0,11,\N,6,1:37.304,3
289,32,4,4,15,1,10.0,61,1:57:16.304,55,1:45.768,1
290,32,3,3,8,2,8.0,61,+2.957,39,1:46.454,1
291,32,1,1,2,3,6.0,61,+5.917,14,1:46.072,1
292,32,10,7,7,4,5.0,61,+8.155,50,1:47.044,1
293,32,20,5,6,5,4.0,61,+10.268,13,1:47.271,1
294,32,2,2,9,6,3.0,61,+11.101,14,1:47.306,1
295,32,14,9,14,7,2.0,61,+16.387,41,1:47.562,1
296,32,6,3,10,8,1.0,61,+18.489,13,1:47.287,1
297,32,18,11,12,9,0.0,61,+19.885,61,1:48.128,1
298,32,5,1,5,10,0.0,61,+26.902,14,1:47.337,1
299,32,9,2,4,11,0.0,61,+27.975,14,1:46.899,1
300,32,7,5,17,12,0.0,61,+29.432,29,1:47.820,1
301,32,13,6,1,13,0.0,61,+35.170,13,1:45.757,1
302,32,21,10,20,14,0.0,61,+43.571,28,1:49.101,1
303,32,8,6,3,15,0.0,57,\N,14,1:45.599,3
304,32,15,7,11,\N,0.0,50,\N,32,1:46.972,9
305,32,16,10,19,\N,0.0,49,\N,38,1:49.270,3
306,32,17,9,13,\N,0.0,29,\N,13,1:49.183,7
307,32,22,11,18,\N,0.0,14,\N,13,1:50.320,26
308,32,12,4,16,\N,0.0,13,\N,13,1:50.449,3
309,33,4,4,4,1,10.0,67,1:30:21.892,41,1:19.101,1
310,33,9,2,6,2,8.0,67,+5.283,16,1:19.292,1
311,33,8,6,2,3,6.0,67,+6.400,66,1:18.995,1
312,33,12,4,12,4,5.0,67,+20.570,54,1:19.199,1
313,33,15,7,7,5,4.0,67,+23.767,18,1:19.524,1
314,33,20,5,9,6,3.0,67,+39.207,21,1:19.617,1
315,33,13,6,5,7,2.0,67,+46.158,55,1:18.426,1
316,33,17,9,13,8,1.0,67,+50.811,30,1:19.820,1
317,33,2,2,16,9,0.0,67,+54.120,67,1:19.461,1
318,33,7,5,10,10,0.0,67,+59.085,49,1:19.262,1
319,33,3,3,15,11,0.0,67,+1:02.096,66,1:19.531,1
320,33,1,1,1,12,0.0,67,+1:18.900,65,1:19.560,1
321,33,22,11,17,13,0.0,66,\N,66,1:20.575,11
322,33,18,11,18,14,0.0,66,\N,66,1:20.849,11
323,33,6,3,14,15,0.0,66,\N,32,1:20.364,11
324,33,21,10,20,\N,0.0,21,\N,20,1:21.577,6
325,33,5,1,3,\N,0.0,16,\N,12,1:19.258,5
326,33,16,10,19,\N,0.0,8,\N,6,1:21.189,27
327,33,10,7,8,\N,0.0,6,\N,4,1:20.254,28
328,33,14,9,11,\N,0.0,0,\N,\N,\N,4
329,34,1,1,1,1,10.0,56,1:31:57.403,13,1:36.325,1
330,34,13,6,3,2,8.0,56,+14.925,36,1:36.591,1
331,34,8,6,2,3,6.0,56,+16.445,14,1:36.483,1
332,34,4,4,4,4,5.0,56,+18.370,56,1:36.659,1
333,34,2,2,9,5,4.0,56,+28.923,56,1:36.498,1
334,34,9,2,11,6,3.0,56,+33.219,56,1:36.854,1
335,34,10,7,12,7,2.0,56,+41.722,56,1:36.727,1
336,34,12,4,10,8,1.0,56,+56.645,56,1:36.996,1
337,34,20,5,6,9,0.0,56,+1:04.339,55,1:37.212,1
338,34,14,9,15,10,0.0,56,+1:14.842,27,1:37.753,1
339,34,22,11,13,11,0.0,56,+1:25.061,56,1:37.845,1
340,34,6,3,17,12,0.0,56,+1:30.847,54,1:38.019,1
341,34,7,5,8,13,0.0,56,+1:31.457,36,1:37.452,1
342,34,17,9,16,14,0.0,56,+1:32.422,10,1:37.680,1
343,34,3,3,14,15,0.0,55,\N,38,1:37.246,11
344,34,18,11,18,16,0.0,55,\N,54,1:37.773,11
345,34,21,10,20,17,0.0,55,\N,54,1:38.372,11
346,34,5,1,5,\N,0.0,49,\N,32,1:37.302,9
347,34,16,10,19,\N,0.0,13,\N,13,1:39.683,5
348,34,15,7,7,\N,0.0,2,\N,2,2:39.612,4
349,35,13,6,1,1,10.0,71,1:34:11.435,36,1:13.736,1
350,35,4,4,6,2,8.0,71,+13.298,39,1:14.229,1
351,35,8,6,3,3,6.0,71,+16.235,59,1:14.117,1
352,35,20,5,7,4,5.0,71,+38.011,25,1:14.214,1
353,35,1,1,4,5,4.0,71,+38.907,31,1:14.159,1
354,35,10,7,10,6,3.0,71,+44.368,32,1:14.057,1
355,35,5,1,5,7,2.0,71,+55.074,36,1:14.207,1
356,35,15,7,2,8,1.0,71,+1:08.433,40,1:14.167,1
357,35,17,9,12,9,0.0,71,+1:19.666,40,1:15.033,1
358,35,2,2,8,10,0.0,70,\N,41,1:14.652,11
359,35,9,2,13,11,0.0,70,\N,61,1:14.375,11
360,35,3,3,18,12,0.0,70,\N,35,1:14.934,11
361,35,18,11,17,13,0.0,70,\N,59,1:14.759,11
362,35,7,5,9,14,0.0,70,\N,57,1:14.951,11
363,35,22,11,15,15,0.0,70,\N,35,1:15.414,11
364,35,16,10,20,16,0.0,69,\N,60,1:15.773,12
365,35,6,3,16,17,0.0,69,\N,50,1:15.865,12
366,35,21,10,19,18,0.0,69,\N,36,1:15.212,12
367,35,12,4,11,\N,0.0,0,\N,\N,\N,3
368,35,14,9,14,\N,0.0,0,\N,\N,\N,4
369,36,8,6,1,1,10.0,58,1:25:28.770,41,1:25.235,1
370,36,4,1,2,2,8.0,58,+7.242,20,1:26.314,1
371,36,1,1,4,3,6.0,58,+18.595,20,1:26.351,1
372,36,2,2,3,4,5.0,58,+38.763,37,1:26.722,1
373,36,21,4,6,5,4.0,58,+1:06.469,18,1:26.892,1
374,36,13,6,22,6,3.0,58,+1:06.805,28,1:27.044,1
375,36,3,3,12,7,2.0,57,\N,40,1:26.721,11
376,36,23,7,9,8,1.0,57,\N,42,1:27.796,11
377,36,15,7,8,9,0.0,57,\N,45,1:28.034,11
378,36,5,4,13,10,0.0,57,\N,44,1:27.592,11
379,36,22,11,16,11,0.0,57,\N,17,1:28.098,11
380,36,11,8,10,12,0.0,57,\N,20,1:28.487,11
381,36,17,9,7,13,0.0,57,\N,21,1:27.501,11
382,36,24,5,19,14,0.0,57,\N,44,1:28.282,11
383,36,18,11,14,15,0.0,57,\N,42,1:28.387,11
384,36,19,8,11,16,0.0,56,\N,41,1:28.489,12
385,36,16,12,20,17,0.0,56,\N,40,1:28.687,12
386,36,25,3,15,\N,0.0,48,\N,24,1:28.303,4
387,36,14,9,18,\N,0.0,48,\N,44,1:27.706,4
388,36,9,2,5,\N,0.0,36,\N,19,1:26.642,6
389,36,26,5,17,\N,0.0,28,\N,22,1:28.953,29
390,36,27,12,21,\N,0.0,10,\N,9,1:30.899,3
391,37,4,1,2,1,10.0,56,1:32:14.930,42,1:36.861,1
392,37,1,1,4,2,8.0,56,+17.557,22,1:36.701,1
393,37,8,6,3,3,6.0,56,+18.339,40,1:37.228,1
394,37,2,2,5,4,5.0,56,+33.777,55,1:37.417,1
395,37,13,6,1,5,4.0,56,+36.705,42,1:37.199,1
396,37,21,4,12,6,3.0,56,+1:05.638,44,1:37.879,1
397,37,15,7,8,7,2.0,56,+1:10.132,40,1:38.016,1
398,37,5,4,11,8,1.0,56,+1:12.015,41,1:37.810,1
399,37,25,3,19,9,0.0,56,+1:29.924,19,1:37.864,1
400,37,17,9,10,10,0.0,56,+1:33.556,55,1:38.540,1
401,37,22,11,22,11,0.0,55,\N,32,1:38.566,11
402,37,18,11,15,12,0.0,55,\N,54,1:38.658,11
403,37,11,8,14,13,0.0,55,\N,37,1:38.496,11
404,37,26,5,17,14,0.0,55,\N,54,1:39.098,11
405,37,23,7,9,15,0.0,55,\N,52,1:39.243,11
406,37,19,8,18,16,0.0,55,\N,32,1:39.566,11
407,37,24,5,16,17,0.0,55,\N,21,1:38.447,11
408,37,9,2,7,18,0.0,55,\N,53,1:38.874,11
409,37,3,3,6,\N,0.0,42,\N,18,1:37.704,9
410,37,14,9,13,\N,0.0,36,\N,28,1:38.098,23
411,37,27,12,20,\N,0.0,7,\N,5,1:41.495,5
412,37,16,12,21,\N,0.0,0,\N,\N,\N,4
413,38,13,6,1,1,10.0,57,1:33:27.515,42,1:34.067,1
414,38,1,1,2,2,8.0,57,+2.360,18,1:34.270,1
415,38,8,6,3,3,6.0,57,+10.839,39,1:34.357,1
416,38,2,2,5,4,5.0,57,+13.831,38,1:34.470,1
417,38,4,1,4,5,4.0,57,+14.426,46,1:34.420,1
418,38,9,2,6,6,3.0,57,+45.529,46,1:34.819,1
419,38,15,7,9,7,2.0,57,+1:21.371,40,1:35.153,1
420,38,21,4,7,8,1.0,57,+1:21.701,51,1:35.200,1
421,38,5,4,12,9,0.0,57,+1:29.411,27,1:35.475,1
422,38,3,3,10,10,0.0,57,+1:29.916,51,1:35.556,1
423,38,25,3,11,11,0.0,56,\N,27,1:35.992,11
424,38,23,7,14,12,0.0,56,\N,37,1:35.845,11
425,38,22,11,15,13,0.0,56,\N,50,1:35.842,11
426,38,27,12,22,14,0.0,55,\N,40,1:37.184,12
427,38,16,12,20,15,0.0,53,\N,45,1:36.772,14
428,38,19,8,13,16,0.0,51,\N,27,1:36.111,5
